question;subject;comment;longitudeETRSGK25;latitudeETRSGK25
Keskustan tinkimätön helmi;Valoisa puisto jolla on kesäisin paljon...;Valoisa puisto jolla on kesäisin paljon elämää. Liikenne ei ole liian häiritsevää kaiketi melko alhaisten ajonopeuksien vuoksi. Autoliikenteen rajaaminen Eteläesplanadille olisi kuitenkin suotavaa.;25497075,499924000;6672736,000000000
Meluisa paikka;Mannerheimintie tekee ydinkeskustan...;Mannerheimintie tekee ydinkeskustan ja Töölönlahden alueen levottomaksi. Itselleni on epäselvää miksi autoille tarvitaan 4 kaistaa siellä missä ei kuljen busseja.;25496347,500152000;6673370,000000000
Hankala kulkea jalan.;Yksi Helsingin vilkkaimpia paikkoja,...;Yksi Helsingin vilkkaimpia paikkoja, ja hankala jalankulkijoille ja pyöräilijöille. Rautatieaseman pääoven edestä on käsittämättömästi varattu suuri määrä tilaa pysäköinnille. Nelikaistainen autotie aiheuttaa kulkuesteen.;25496758,500241000;6673071,000000000
Virkistävä paikka;Kaunis henkireikä jolla on kesäisin...;Kaunis henkireikä jolla on kesäisin paljon elämää. Ainoa miinus on Mannerheimintie meluisa liikenne.;25496171,999827500;6674030,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kallio on ehdottamasti kiinnostavin...;Kallio on ehdottamasti kiinnostavin alue Helsingissä, kaikkine kulttuuritapahtumineen ja kasvisruokapaikkoineen. Jos Hämeentie ei olisi niin ahdistava paikka jalankulkijoille ja pyöräilijöille, Kallio voisi nousta vielä uuteen kukoistukseen.;25497862,000137500;6674978,500000000
Kehittämisideani tälle paikalle!;Rautatientori voisi olla mitä kiinnostavin...;Rautatientori voisi olla mitä kiinnostavin paikka, mutta sen potentiaali menee nyt hukkaan. Syynä ovat bussiterminaali ja Kaivokadun vilkas liikenne. Kannattaisi ottaa tavoitteeksi päästä bussiterminaalista eroon ja muuttaa Kaivokatu kaksikaista;25496882,000117500;6673188,500000000
Turvaton paikka;Liikun paljon pyörällä, mutta Hämeentietä...;Liikun paljon pyörällä, mutta Hämeentietä yleensä vältän sen turvattomuuden takia. Se on sääli, sillä se on olisi luonnollinen pyöräväylä alueella.;25497330,000169500;6674196,500000000
Keskustan tinkimätön helmi;Huikeat näkymät ja vielä rauhallinen...;Huikeat näkymät ja vielä rauhallinen puisto.;25497412,500087000;6672100,500000000
Turvaton paikka;Autot ajavat päin punaisia sankoin...;Autot ajavat päin punaisia sankoin joukoin. Joka aamu ainakin 4...5 kaaharia jokaisissa valoissa. Monta vaaratilannetta olen nähnyt. Valvontakameran paikka ja sakot liikkennesääntöjen rikkojille!;25496090,999908500;6672090,000000000
Keskustan tinkimätön helmi;Mahtava luonto!;Mahtava luonto!;25497564,999934500;6670966,500000000
Keskustan tinkimätön helmi;Keidas keskellä kaupunkia!;Keidas keskellä kaupunkia!;25497086,499913000;6673545,500000000
Hankala kulkea jalan.;Vain karttamerkintä;;25496728,499771000;6673767,500000000
Keskustan tinkimätön helmi;Baana on parasta mitä Helsingissä...;Baana on parasta mitä Helsingissä on tehty 40 vuoteen. Ihana rauhallisuus ja puhtaus myös kaikesta kaupallisesta krääsästä ja melusta. ÄLKÄÄ VAIN RYHTYKÖ ELÄVÖITTÄMMÄN, TÄMMÖISENÄ JUURI AINUTLAATUINEN KAUPUNKITILA, TÄYDELLINEN. Sat;25496094,499905000;6673051,000000000
Hankala kulkea jalan.;Bulevardilla kulku on ollut pitkään...;Bulevardilla kulku on ollut pitkään todella vaikeaa, pitää pööpöillä autojen seassa kun jalankulku on estetty tietöillä/rakennusten kunnostustöillä/pakettiautoilla/rekoilla. Bulevardi on myös ainoa pyörätie jota pitkin pääsee keskust;25496448,000051500;6672335,000000000
Turvaton paikka;Vaarallinen nurkkaus;Vaarallinen nurkkaus;25496420,000079500;6673295,000000000
Meluisa paikka;Vaarallinen nurkkaus fillareille!;Vaarallinen nurkkaus fillareille!;25496403,000096500;6673288,000000000
Kehittämisideani tälle paikalle!;Kuinka saan poistettua tästä hieman...;Kuinka saan poistettua tästä hieman epäkohdistamani merkinnän vaarallisesta nurkkauksesta? Laitoin uuden merkinnän oikeaan kohtaan parinkymmenen metrin päähän länteen.. Editointitoimintaa en löytänyt..???;25496420,750078700;6673293,500000000
Virkistävä paikka;Hieno näkymä!;Hieno näkymä!;25497941,750057700;6671460,000000000
Kehittämisideani tälle paikalle!;Kaisaniemen puistoon tulisi rakentaa...;Kaisaniemen puistoon tulisi rakentaa jo 80-luvulla ehdotettu vanha, tuhoutunut puinen Engelin teatteri. Replica siis. Vrt. Lontoon Shakespeare-teatteri!;25496870,750128700;6673470,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Riittävän pienimittakaavainen tila,...;Riittävän pienimittakaavainen tila, keskellä kaupunkia ja silti vähän omassa rauhassa.;25496459,500040000;6673035,500000000
Kehittämisideani tälle paikalle!;Elävöittäkää Espan puiston keskikäytävää...;Elävöittäkää Espan puiston keskikäytävää (ja vaihtakaa myös sen pölisevä ja likainen päällyste)! Risteilyalusten turistilaumat vaeltavat tylsistyneinä puistoa pitkin, sillä se ei nykyisellään tarjoa oikeastaan yhtään mitään. My?;25497119,999879500;6672732,200000000
Hankala kulkea jalan.;Pyörien, bussien, jalankulkijoiden...;Pyörien, bussien, jalankulkijoiden ja taksien reitit kohtaavat ilman riittävää erottelua - kaamea paikka!;25496649,499850000;6673134,500000000
Meluisa paikka;Liian avara paikka, hälinää ja kiirettä...;Liian avara paikka, hälinää ja kiirettä;25496388,500111000;6672987,500000000
Virkistävä paikka;Rauhallinen paikka kortteleiden välissä,...;Rauhallinen paikka kortteleiden välissä, puiston maastomuodot muodostavat eriluonteisia paikkoja, Fanny-kahvila tuo eloa (ja tarjoaa vessat!);25496276,000223500;6672144,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kirpparipäivinä, muuten vähän kuollut,...;Kirpparipäivinä, muuten vähän kuollut, halli on yksinään liian suljetun oloinen.;25496108,999890500;6672198,000000000
Turvaton paikka;Suojatiet risteävät pyörätien yli,...;Suojatiet risteävät pyörätien yli, jota ei ole merkattu riittävän selkeästi, päivittäin yllätyksiä ja vaaratilanteita kun jalankulkijat eivät huomaa pyöriä.;25496741,999757500;6673060,000000000
Turvaton paikka;Pyörätie ja jalkakäytävät vaihtavat...;Pyörätie ja jalkakäytävät vaihtavat yllättäen paikkoja;25496877,000122500;6673069,000000000
Virkistävä paikka;Ihana pikku keidas vilkkaiden Mechelininkadun...;Ihana pikku keidas vilkkaiden Mechelininkadun ja Runeberginkadun välissä!;25495675,999823500;6673296,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Katajanokkalaisten kohtauspaikka kaupan,...;Katajanokkalaisten kohtauspaikka kaupan, kahvilan ja ratikkapysäkin kulmilla.;25497916,000083500;6672771,000000000
Virkistävä paikka;Kaunis maisema;Kaunis maisema;25498239,999759400;6672879,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25495356,500143000;6673706,500000000
Hankala kulkea jalan.;Pyöräilijät pyörakouluun, jalankulkijaa...;Pyöräilijät pyörakouluun, jalankulkijaa suojatilellä harvoin ymmärretään väistää.;25496675,999823500;6672867,000000000
Turvaton paikka;Pyöräilijöille nopeusrajoitusmerkki...;Pyöräilijöille nopeusrajoitusmerkki Kaisaniemenpuistoon liikenneympyrän päähän. Puistokäytävällä meinaa jäädä alle. Vieressä kaksi koulua ja paljon lapsia väistelee tuhatta ja sataa ajavia pyöräilijöitä.;25497147,999851500;6673463,000000000
Hankala kulkea jalan.;jalankulkijat ja pyöräilijät ahtaasti...;jalankulkijat ja pyöräilijät ahtaasti kadunreunassa, ja maisemiakin pitäisi ihailla. Toivottavasti Guggenheimin myötä alueen virkistysreittikin levenee.;25497472,000027500;6672331,000000000
Hankala kulkea jalan.;Taksit käyttävät jalankulkuväylää...;Taksit käyttävät jalankulkuväylää jatkuvasti oikoreittinä. Paikka on muutoinkin ruuhkainen.;25496660,999838500;6673142,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kesällä paljon istumatilaa ja nurmikkoa,...;Kesällä paljon istumatilaa ja nurmikkoa, joka ei sovellu esim. urheiluun vaan puhtaaseen istuskeluun;25496439,500060000;6673360,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kiva puisto viettää aikaa kavereiden...;Kiva puisto viettää aikaa kavereiden tai lastenkin kanssa ison leikkipuiston ansiosta.;25496017,999981500;6672612,000000000
Meluisa paikka;Paljon liikennettä korkeiden talojen...;Paljon liikennettä korkeiden talojen välissä luo meluisan vaikutelman.;25497109,999889500;6673215,000000000
Turvaton paikka;lentokenttäbussien pysäkit pyörätien...;lentokenttäbussien pysäkit pyörätien vieressä. Pyöräilijöillä kova vauhti, ja pyörätie päättyy ruuhkaiseen asema-aukioon. Riski jäädä kovaa ajavan pyörän alle suuri. Myös hankala ajaa pyörällä aamuruuhkan aikana;25496610,499889000;6673193,500000000
Hankala kulkea jalan.;toimii . mutta sekava ja nuhjuinen....;toimii . mutta sekava ja nuhjuinen. Parkkista pitäisi pienentää tai poistaa kokonaan.;25496754,599744900;6673085,200000000
Virkistävä paikka;kaunista;kaunista;25496375,100124400;6672020,700000000
Hankala kulkea jalan.;Koko Lasipalatsin edusta on hankala,...;Koko Lasipalatsin edusta on hankala, pyöräreitti risteää katua ylittävien jalankulkijoiden kanssa, pyöräreittiä ei ole riittävän selvästi merkitty ja jalankulkijat eivät osaa huomioida pyöräilijöitä. Pyörätie pitäisi siirtää ajor;25496495,500004000;6673071,500000000
Hankala kulkea jalan.;radan alitus voisi olla parempi. sekavaa...;radan alitus voisi olla parempi. sekavaa;25496829,100170400;6673342,700000000
Hankala kulkea jalan.;Arkadiankadun ja Mannerheimintien risteyksessä...;Arkadiankadun ja Mannerheimintien risteyksessä hankala kohta jossa pyörätie ohittaa tolpan, useimmat pyöräilijät oikaisevat jalkakäytävän puolelta jatkaessaan Arkadiankadun yli. Myös jalankulkijat odottavat usein valojen vaihtumista pyörä;25496411,500088000;6673175,500000000
Keskustan tinkimätön helmi;Töölönlahden rantareitti on mukava...;Töölönlahden rantareitti on mukava sekä kävelijälle että pyöräilijälle toimivan erottelun vuoksi (korokkeet keskellä väylää), lisäksi maisemabonus!;25496179,499820000;6674143,500000000
Virkistävä paikka;Kaunis ympäristö!;Kaunis ympäristö!;25496179,499820000;6674271,500000000
Kehittämisideani tälle paikalle!;Tunneli Kampinkeskuksen/Narinkkatorin...;Tunneli Kampinkeskuksen/Narinkkatorin ja Forumin/Simonkadun välillä on ahdistavan tylsä ja harmaa. Sen voisi helposti korjata kahdella eri tai yhdistävällä tavalla. Joko Visuaalisella tai auditiivilla taiteella. Harmaat seinät voi elävöittä;25496427,500072000;6672901,500000000
Turvaton paikka;Yleinen maine kertoo, että Kaisaniemen...;Yleinen maine kertoo, että Kaisaniemen puistossa ei voi kulkea pimeän saavuttua. Siellä kulkee liian vaarallisia henkilöitä liian usein.;25497072,499927000;6673453,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Stockan kellon alla on klassikko,...;Stockan kellon alla on klassikko, jonka tuntevat kaikki stadilaiset vauvasta vaariin.;25496787,500212000;6672867,500000000
Keskustan tinkimätön helmi;Vallilan laakso ja sen kasvitieteelline...;Vallilan laakso ja sen kasvitieteelline puutarha - ihanan virkistävä paikka!;25497521,499978000;6676642,500000000
Turvaton paikka;Kuljen tästä lähes päivittäin ja...;Kuljen tästä lähes päivittäin ja useamman kerran viikossa on läheltä piti -tilanteita suojatietä ylittäessä mm. kaahaavien taksien, bussien tai joskus ratikoidenkin takia. Varsinkin Merimiehenkatua ylös ajavat autot keskittyvät yleensä t;25496990,500009000;6672234,500000000
Hankala kulkea jalan.;Sekä pyöräilijöille että jalankulkijoille...;Sekä pyöräilijöille että jalankulkijoille hankala paikka. Miksi pyörätie on lähempänä autokaistaa, eli siinä kohtaa missä bussipysäkit ovat ja bussia odottavat ihmiset seisovat? Tähän pitäisi keksiä järkevämpi systeemi.;25494632,499867000;6675802,500000000
Virkistävä paikka;Eiranranta on kaunis, rauhallinen ja...;Eiranranta on kaunis, rauhallinen ja virkistävä paikka. Viereinen kahvila on plussaa. Lisää tällaisia!;25496418,500081000;6671286,500000000
Virkistävä paikka;Ihana, hyvin hoidettu pikkupuisto. Kauniit...;Ihana, hyvin hoidettu pikkupuisto. Kauniit istutukset, isot hyvät penkit lukemiseen ja auringosta nauttimiseen.;25496538,499961000;6671538,500000000
Hankala kulkea jalan.;Kauppatorin ja meren välissä olevat...;Kauppatorin ja meren välissä olevat autopaikat estävät kävelyn merenrannassa. Muutenkin kauppatorin ja koko Eteläsataman rantaviiva on liian sekava ja hajanainen.;25497505,999993400;6672711,000000000
Hankala kulkea jalan.;Terminaalirakennukset ja niihin liittyvät...;Terminaalirakennukset ja niihin liittyvät aidat ja parkkialueet estävät pääsyn rantaan.;25497766,000233500;6672599,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kruunuhaan ja koko kantakaupungin sisäpihat...;Kruunuhaan ja koko kantakaupungin sisäpihat tulisi avata kävelyreiteiksi - sisäpihat muodostavat viehättäviä, tunnelmallisia ja mutkittelevia oikopolkuja. Usein sisäpihoilta löytyy myös loistavia työskentely- tai liiketiloiksi sopivia tiloj;25497501,499997900;6673318,500000000
Meluisa paikka;Valtavat liikennevirrat tukahduttavat...;Valtavat liikennevirrat tukahduttavat rannat, niin Pohjoisrannan kuin Etelärannankin.;25497835,500164000;6673162,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Ylipistonkatu ja Vuorikatu pitäisi...;Ylipistonkatu ja Vuorikatu pitäisi muuttaa heti kävelykaduiksi. Yliopiston ympärillä on jatkuva jalankulkijoiden kuhina.;25497105,499894000;6673002,500000000
Virkistävä paikka;Hyvin yksinkertaisen kauniisti toteutettu...;Hyvin yksinkertaisen kauniisti toteutettu puistikko.;25496863,500136000;6672467,500000000
Meluisa paikka;Hyvin meluisa, vaikka maisemallisesti...;Hyvin meluisa, vaikka maisemallisesti kaunis kallio.;25500270,000229400;6674984,000000000
Virkistävä paikka;koiranomistjan paratiisi;koiranomistjan paratiisi;25494667,999831500;6674403,000000000
Virkistävä paikka;ihanat lenkkimaiset;ihanat lenkkimaiset;25492143,999855500;6676411,000000000
Turvaton paikka;pyörätie tukholmankadulle;pyörätie tukholmankadulle;25494828,000171500;6675375,000000000
Turvaton paikka;narikkatorin läpi ei ole kiva kävellä...;narikkatorin läpi ei ole kiva kävellä iltaisin;25495999,999999500;6672603,000000000
Meluisa paikka;alexanterinkadu katusoittajat häiritsevät...;alexanterinkadu katusoittajat häiritsevät;25496916,000083500;6672899,000000000
Kehittämisideani tälle paikalle!;Kunnostetulle Keskuskadulle penkkejä...;Kunnostetulle Keskuskadulle penkkejä istuskelijoille!;25496824,000175500;6673011,800000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vanhan portailla Kaivopihalla on kiva...;Vanhan portailla Kaivopihalla on kiva istua, jos ilma on hyvä. Mukava katsella ohi kulkevia ihmisiä.  Huono homma oli, että suihkulähde ja istumapaikat vanhemmille ihmisille Kaivopihalta poistettin. Saisiko ne takaisin?  Myös pankkiautomaattien;25496678,599820900;6672946,400000000
Virkistävä paikka;Ruttopuisto on hyvä paikka istuskella...;Ruttopuisto on hyvä paikka istuskella rauhassa. Ei tule iskijöitä ja pummaajia koko ajan häiritsemään. Penkkejä siellä voisi olla enemmän.;25496676,599822900;6672584,400000000
Keskustan tinkimätön helmi;3 sepän patsaan, Vanhan, Suomalaisen...;3 sepän patsaan, Vanhan, Suomalaisen ja Stokkan edustat. Siinä on hyvät treffipaikat, josta voi lähteä jatkamaan matkaa.;25496738,099761400;6672888,900000000
Kehittämisideani tälle paikalle!;3 sepän aukion seutu: Toivon, ettei...;3 sepän aukion seutu: Toivon, ettei poliittisia tilaisuuksia tässä nähdä. Ne eivät vaan sovi siihen. Kaikki muut happeningit ovat tervetulleita.;25496718,099781400;6672916,900000000
Meluisa paikka;Kaivokadun liikenne on melua, huonoa...;Kaivokadun liikenne on melua, huonoa ruuhkaa ja pakokaasuja. Yksityisautoja on aivan liikaa. Tämä pätkä voisi olla vain jalankulkijoille, pyöräilijöille, julkiselle liikenteelle ja tavaraliikenteelle kauppoihin, jne.;25496712,099787400;6673034,900000000
Turvaton paikka;Keskuspuisto pelottaa ja en uskalla...;Keskuspuisto pelottaa ja en uskalla liikkua siellä.  Pelkään puiston mainetta homojen tapaamis- ja seksinharjoittamispaikkana.  Haluaisin liikkua tässä metsässä!  Kaupungin olisi informoitava asukkaita, jos paikka on nykyään turvallinen liik;25495619,199880300;6675912,800000000
Hankala kulkea jalan.;Kaivokadulla aseman puolella pyöräilijöiden...;Kaivokadulla aseman puolella pyöräilijöiden ja jalankulkijoiden yhteismeno ei ole ongelmatonta.  Sama ongelma on myös Bulevardilla.  Kaikki ongelmat ovat ratkaistavissa!  Mieluummin ajoteiltä pätkät pois vain pyöräilijöitä varten, kuin ett;25496739,199760300;6673060,800000000
Hankala kulkea jalan.;Bulevardilla on ongelmia jalankulkijoiden,...;Bulevardilla on ongelmia jalankulkijoiden, pyöräilijöiden, autoilijoiden ja ratikkaan nousemisen tai sieltä poistumisen välillä ja kesken.  Vaaratilanteita riittää! Usein on jalankulkijan päälle ajamassa auto ja usein myös pyöräilijä.;25496522,899976600;6672389,600000000
Kehittämisideani tälle paikalle!;Nordenskjöldinaukio on ihana paikka....;Nordenskjöldinaukio on ihana paikka. Se voisi olla elävä! Kesäiltaisin se kylpee auringossa! Kioski on tyhjänä, mutta sen voisi ottaa käyttöön. Korjaamo on lähellä.  Paikka on kaunis ja kaipaa elävöittämistä . Tehdään aukiosta Taka-T;25495372,000127500;6674724,800000000
